file_name,group,label,bbox_x_center,bbox_y_center,bbox_width,bbox_height,category,revised,path
revf0__11__11_20000101 (16112).txt,val,4,0.544,0.7826,0.3547,0.4084,Herpestes ichneumon,not_human,donanet\images\val\revf0__11__11_20000101 (16112)
revf0__11__11_20000101 (16122).txt,val,4,0.1734,0.6387,0.2656,0.1015,Herpestes ichneumon,not_human,donanet\images\val\revf0__11__11_20000101 (16122)
revf0__11__11_20000101 (16132).txt,val,4,0.6736,0.4164,0.4209,0.2038,Herpestes ichneumon,not_human,donanet\images\val\revf0__11__11_20000101 (16132)
revf0__11__11_20000101 (16142).txt,val,4,0.5118,0.3877,0.0644,0.1276,Herpestes ichneumon,not_human,donanet\images\val\revf0__11__11_20000101 (16142)
revf0__11__11_20000101 (16152).txt,val,4,0.6421,0.5578,0.3566,0.4121,Herpestes ichneumon,not_human,donanet\images\val\revf0__11__11_20000101 (16152)
revf0__11__11_20000101 (16162).txt,val,4,0.0932,0.3623,0.1864,0.1676,Herpestes ichneumon,not_human,donanet\images\val\revf0__11__11_20000101 (16162)
revf0__11__11_20000101 (16172).txt,val,4,0.2318,0.5518,0.4636,0.1328,Herpestes ichneumon,not_human,donanet\images\val\revf0__11__11_20000101 (16172)
revf0__11__11_20000101 (16182).txt,val,4,0.6673,0.4561,0.43,0.5083,Herpestes ichneumon,not_human,donanet\images\val\revf0__11__11_20000101 (16182)
revf0__11__11_20000101 (16192).txt,val,4,0.882,0.6302,0.2359,0.2479,Herpestes ichneumon,not_human,donanet\images\val\revf0__11__11_20000101 (16192)
revf0__11__11_20000101 (16202).txt,val,4,0.7376,0.7044,0.5245,0.2642,Herpestes ichneumon,not_human,donanet\images\val\revf0__11__11_20000101 (16202)
revf0__11__11_20000101 (16219).txt,val,4,0.4538,0.6054,0.2742,0.4463,Herpestes ichneumon,not_human,donanet\images\val\revf0__11__11_20000101 (16219)
revf0__11__11_20000101 (16229).txt,val,4,0.372,0.7192,0.1675,0.2041,Herpestes ichneumon,not_human,donanet\images\val\revf0__11__11_20000101 (16229)
revf0__11__11_20000101 (16238).txt,val,4,0.6203,0.4301,0.0344,0.051,Herpestes ichneumon,not_human,donanet\images\val\revf0__11__11_20000101 (16238)
revf0__11__11_20000101 (16282).txt,val,4,0.5694,0.7158,0.121,0.4828,Herpestes ichneumon,not_human,donanet\images\val\revf0__11__11_20000101 (16282)
revf0__11__11_20000101 (16291).txt,val,4,0.5961,0.811,0.193,0.3664,Herpestes ichneumon,not_human,donanet\images\val\revf0__11__11_20000101 (16291)
revf0__11__11_20000101 (16301).txt,val,4,0.5636,0.4351,0.0853,0.256,Herpestes ichneumon,not_human,donanet\images\val\revf0__11__11_20000101 (16301)
revf0__11__11_20000101 (16311).txt,val,4,0.459,0.5425,0.3058,0.2078,Herpestes ichneumon,not_human,donanet\images\val\revf0__11__11_20000101 (16311)
revf0__11__11_20000101 (16321).txt,val,4,0.4467,0.536,0.2784,0.2219,Herpestes ichneumon,not_human,donanet\images\val\revf0__11__11_20000101 (16321)
revf0__11__11_20000101 (16347).txt,val,4,0.6912,0.4576,0.1411,0.0782,Herpestes ichneumon,not_human,donanet\images\val\revf0__11__11_20000101 (16347)
revf0__11__11_20000101 (16357).txt,val,4,0.1325,0.158,0.265,0.1593,Herpestes ichneumon,not_human,donanet\images\val\revf0__11__11_20000101 (16357)
revf0__11__11_20000101 (16367).txt,val,4,0.3143,0.4896,0.2229,0.2228,Herpestes ichneumon,not_human,donanet\images\val\revf0__11__11_20000101 (16367)
revf0__11__11_20000101 (16377).txt,val,4,0.2844,0.7304,0.3514,0.2977,Herpestes ichneumon,not_human,donanet\images\val\revf0__11__11_20000101 (16377)
revf0__11__11_20000101 (16394).txt,val,4,0.3862,0.6078,0.1953,0.6541,Herpestes ichneumon,not_human,donanet\images\val\revf0__11__11_20000101 (16394)
revf0__11__11_20000101 (16431).txt,val,4,0.2794,0.6804,0.2832,0.1296,Herpestes ichneumon,not_human,donanet\images\val\revf0__11__11_20000101 (16431)
revf0__11__11_20000101 (16441).txt,val,4,0.5456,0.524,0.1299,0.1165,Herpestes ichneumon,not_human,donanet\images\val\revf0__11__11_20000101 (16441)
revf0__11__11_20000101 (16461).txt,val,4,0.0736,0.5634,0.1472,0.1937,Herpestes ichneumon,not_human,donanet\images\val\revf0__11__11_20000101 (16461)
revf0__11__11_20000101 (16471).txt,val,4,0.2166,0.4883,0.1871,0.1392,Herpestes ichneumon,not_human,donanet\images\val\revf0__11__11_20000101 (16471)
revf0__11__11_20000101 (16481).txt,val,4,0.5134,0.5061,0.1458,0.067,Herpestes ichneumon,not_human,donanet\images\val\revf0__11__11_20000101 (16481)
revf0__11__11_20000101 (16500).txt,val,4,0.1123,0.7458,0.2246,0.4239,Herpestes ichneumon,not_human,donanet\images\val\revf0__11__11_20000101 (16500)
revf0__11__11_20000101 (16510).txt,val,4,0.3296,0.5774,0.1029,0.1875,Herpestes ichneumon,not_human,donanet\images\val\revf0__11__11_20000101 (16510)
revf0__11__11_20000101 (16530).txt,val,4,0.3902,0.7198,0.164,0.4739,Herpestes ichneumon,not_human,donanet\images\val\revf0__11__11_20000101 (16530)
revf0__11__11_20000101 (16539).txt,val,4,0.1382,0.6549,0.2763,0.2724,Herpestes ichneumon,not_human,donanet\images\val\revf0__11__11_20000101 (16539)
revf0__11__11_20000101 (16559).txt,val,4,0.554,0.5984,0.1908,0.098,Herpestes ichneumon,not_human,donanet\images\val\revf0__11__11_20000101 (16559)
revf0__11__11_20000101 (16576).txt,val,4,0.0777,0.6836,0.1554,0.3005,Herpestes ichneumon,not_human,donanet\images\val\revf0__11__11_20000101 (16576)
revf0__11__11_20000101 (16586).txt,val,4,0.7429,0.5736,0.407,0.2953,Herpestes ichneumon,not_human,donanet\images\val\revf0__11__11_20000101 (16586)
revf0__11__11_20000101 (16596).txt,val,4,0.662,0.5916,0.2523,0.4281,Herpestes ichneumon,not_human,donanet\images\val\revf0__11__11_20000101 (16596)
revf0__12__12_20000101 (16630).txt,val,4,0.5041,0.667,0.294,0.1825,Herpestes ichneumon,not_human,donanet\images\val\revf0__12__12_20000101 (16630)
revf0__12__12_20000101 (16639).txt,val,4,0.4054,0.7066,0.2728,0.3508,Herpestes ichneumon,not_human,donanet\images\val\revf0__12__12_20000101 (16639)
revf0__12__12_20000101 (16657).txt,val,4,0.4893,0.7466,0.0862,0.2641,Herpestes ichneumon,not_human,donanet\images\val\revf0__12__12_20000101 (16657)
revf0__12__12_20000101 (16666).txt,val,4,0.7001,0.6062,0.5996,0.5489,Herpestes ichneumon,not_human,donanet\images\val\revf0__12__12_20000101 (16666)
revf0__12__12_20000101 (16675).txt,val,4,0.772,0.7929,0.2324,0.3411,Herpestes ichneumon,not_human,donanet\images\val\revf0__12__12_20000101 (16675)
revf0__12__12_20000101 (16685).txt,val,4,0.2834,0.6445,0.5667,0.6036,Herpestes ichneumon,not_human,donanet\images\val\revf0__12__12_20000101 (16685)
revf0__12__12_20000101 (16695).txt,val,4,0.6954,0.5645,0.1636,0.2552,Herpestes ichneumon,not_human,donanet\images\val\revf0__12__12_20000101 (16695)
revf0__12__12_20000101 (16715).txt,val,4,0.463,0.797,0.4441,0.3203,Herpestes ichneumon,not_human,donanet\images\val\revf0__12__12_20000101 (16715)
revf0__12__12_20000101 (16725).txt,val,4,0.5843,0.6629,0.2531,0.5864,Herpestes ichneumon,not_human,donanet\images\val\revf0__12__12_20000101 (16725)
revf0__12__12_20000101 (16735).txt,val,4,0.2949,0.6866,0.589,0.4859,Herpestes ichneumon,not_human,donanet\images\val\revf0__12__12_20000101 (16735)
revf0__12__12_20000101 (16743).txt,val,4,0.3751,0.8616,0.4738,0.2765,Herpestes ichneumon,not_human,donanet\images\val\revf0__12__12_20000101 (16743)
revf0__12__12_20000101 (16753).txt,val,4,0.419,0.4676,0.3679,0.8541,Herpestes ichneumon,not_human,donanet\images\val\revf0__12__12_20000101 (16753)
revf0__12__12_20000101 (16772).txt,val,4,0.4357,0.6455,0.2894,0.263,Herpestes ichneumon,not_human,donanet\images\val\revf0__12__12_20000101 (16772)
revf0__12__12_20000101 (16781).txt,val,4,0.4676,0.8686,0.2417,0.2624,Herpestes ichneumon,not_human,donanet\images\val\revf0__12__12_20000101 (16781)
revf0__12__12_20000101 (16791).txt,val,4,0.2426,0.6067,0.4851,0.5572,Herpestes ichneumon,not_human,donanet\images\val\revf0__12__12_20000101 (16791)
revf0__12__12_20000101 (16801).txt,val,4,0.3701,0.6354,0.1738,0.2406,Herpestes ichneumon,not_human,donanet\images\val\revf0__12__12_20000101 (16801)
revf0__12__12_20000101 (16811).txt,val,4,0.9338,0.6679,0.1285,0.2067,Herpestes ichneumon,not_human,donanet\images\val\revf0__12__12_20000101 (16811)
revf0__12__12_20000101 (16821).txt,val,4,0.3116,0.6653,0.4179,0.2286,Herpestes ichneumon,not_human,donanet\images\val\revf0__12__12_20000101 (16821)
revf1__01__01_20010101 (1158).txt,val,6,0.9264,0.6888,0.1088,0.0885,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__01__01_20010101 (1158)
revf1__01__01_20010101 (1158).txt,val,6,0.5166,0.4986,0.0928,0.1067,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__01__01_20010101 (1158)
revf1__01__01_20010101 (1216).txt,val,6,0.415,0.5721,0.1435,0.1705,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__01__01_20010101 (1216)
revf1__01__01_20010101 (1216).txt,val,6,0.695,0.7138,0.2163,0.2819,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__01__01_20010101 (1216)
revf1__01__01_20010101 (1256).txt,val,6,0.9338,0.7486,0.0991,0.0625,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__01__01_20010101 (1256)
revf1__01__01_20010101 (1256).txt,val,6,0.4448,0.5839,0.1191,0.121,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__01__01_20010101 (1256)
revf1__01__01_20010101 (1409).txt,val,6,0.3036,0.5132,0.0703,0.0683,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__01__01_20010101 (1409)
revf1__01__01_20010101 (1409).txt,val,6,0.7065,0.7805,0.2226,0.2044,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__01__01_20010101 (1409)
revf1__01__01_20010101 (1439).txt,val,6,0.8803,0.7298,0.0596,0.0547,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__01__01_20010101 (1439)
revf1__01__01_20010101 (1439).txt,val,6,0.6772,0.7994,0.3017,0.3346,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__01__01_20010101 (1439)
revf1__01__01_20010101 (233).txt,val,6,0.2725,0.5274,0.0301,0.0708,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__01__01_20010101 (233)
revf1__01__01_20010101 (233).txt,val,6,0.0356,0.5198,0.0409,0.0833,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__01__01_20010101 (233)
revf1__01__01_20010101 (26).txt,val,6,0.6455,0.5518,0.1015,0.3444,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__01__01_20010101 (26)
revf1__01__01_20010101 (307).txt,val,6,0.6332,0.497,0.0432,0.0403,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__01__01_20010101 (307)
revf1__01__01_20010101 (307).txt,val,6,0.7395,0.5006,0.0357,0.0608,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__01__01_20010101 (307)
revf1__01__01_20010101 (36).txt,val,6,0.1158,0.7976,0.2317,0.4027,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__01__01_20010101 (36)
revf1__01__01_20010101 (427).txt,val,6,0.8252,0.8482,0.2368,0.2209,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__01__01_20010101 (427)
revf1__01__01_20010101 (427).txt,val,6,0.4619,0.5336,0.1697,0.1948,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__01__01_20010101 (427)
revf1__01__01_20010101 (534).txt,val,6,0.1996,0.5132,0.0708,0.1058,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__01__01_20010101 (534)
revf1__01__01_20010101 (551).txt,val,6,0.9103,0.8598,0.1792,0.1977,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__01__01_20010101 (551)
revf1__01__01_20010101 (597).txt,val,6,0.4771,0.4519,0.0444,0.0404,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__01__01_20010101 (597)
revf1__01__01_20010101 (597).txt,val,6,0.7642,0.5616,0.2374,0.1593,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__01__01_20010101 (597)
revf1__01__01_20010101 (676).txt,val,6,0.7423,0.5588,0.079,0.0891,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__01__01_20010101 (676)
revf1__01__01_20010101 (676).txt,val,6,0.8573,0.608,0.1038,0.0927,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__01__01_20010101 (676)
revf1__01__01_20010101 (731).txt,val,6,0.5869,0.5206,0.0882,0.1915,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__01__01_20010101 (731)
revf1__01__01_20010101 (731).txt,val,6,0.7724,0.6756,0.1985,0.1609,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__01__01_20010101 (731)
revf1__01__01_20010101 (77).txt,val,6,0.7814,0.4054,0.0786,0.1425,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__01__01_20010101 (77)
revf1__01__01_20010101 (77).txt,val,6,0.4856,0.3356,0.1036,0.1287,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__01__01_20010101 (77)
revf1__01__01_20010101 (811).txt,val,6,0.218,0.5788,0.1139,0.098,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__01__01_20010101 (811)
revf1__01__01_20010101 (811).txt,val,6,0.7907,0.7352,0.1544,0.1593,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__01__01_20010101 (811)
revf1__01__01_20010101 (841).txt,val,6,0.4476,0.5183,0.1167,0.1454,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__01__01_20010101 (841)
revf1__01__01_20010101 (841).txt,val,6,0.3782,0.579,0.1715,0.1956,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__01__01_20010101 (841)
revf1__01__01_20010101 (87).txt,val,6,0.5494,0.3142,0.076,0.1379,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__01__01_20010101 (87)
revf1__01__01_20010101 (87).txt,val,6,0.3458,0.3754,0.0708,0.1824,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__01__01_20010101 (87)
revf1__01__01_20010101 (904).txt,val,6,0.2109,0.507,0.1112,0.1041,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__01__01_20010101 (904)
revf1__01__01_20010101 (904).txt,val,6,0.7843,0.5881,0.0815,0.1135,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__01__01_20010101 (904)
revf1__01__01_20010101 (914).txt,val,6,0.5526,0.505,0.0463,0.078,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__01__01_20010101 (914)
revf1__01__01_20010101 (914).txt,val,6,0.3885,0.4763,0.0763,0.0564,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__01__01_20010101 (914)
revf1__01__01_20010101 (972).txt,val,6,0.5502,0.538,0.0391,0.0618,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__01__01_20010101 (972)
revf1__01__01_20010101 (972).txt,val,6,0.753,0.7948,0.3959,0.3658,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__01__01_20010101 (972)
revf1__02__02_20010101 (1519).txt,val,6,0.6592,0.7522,0.0469,0.0736,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__02__02_20010101 (1519)
revf1__02__02_20010101 (1519).txt,val,6,0.1796,0.7021,0.3593,0.5514,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__02__02_20010101 (1519)
revf1__02__02_20010101 (1549).txt,val,6,0.5607,0.8876,0.1704,0.1803,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__02__02_20010101 (1549)
revf1__02__02_20010101 (1549).txt,val,6,0.1979,0.7466,0.3959,0.4635,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__02__02_20010101 (1549)
revf1__02__02_20010101 (1591).txt,val,6,0.1827,0.6808,0.1516,0.3171,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__02__02_20010101 (1591)
revf1__02__02_20010101 (1625).txt,val,6,0.583,0.712,0.0984,0.1259,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__02__02_20010101 (1625)
revf1__02__02_20010101 (1625).txt,val,6,0.8564,0.7856,0.1359,0.2231,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__02__02_20010101 (1625)
revf1__02__02_20010101 (1646).txt,val,6,0.5541,0.5118,0.077,0.156,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__02__02_20010101 (1646)
revf1__02__02_20010101 (1652).txt,val,6,0.1416,0.618,0.1318,0.1171,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__02__02_20010101 (1652)
revf1__02__02_20010101 (1652).txt,val,6,0.9194,0.846,0.1562,0.3052,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__02__02_20010101 (1652)
revf1__02__02_20010101 (1765).txt,val,6,0.6027,0.5687,0.0893,0.082,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__02__02_20010101 (1765)
revf1__02__02_20010101 (1765).txt,val,6,0.4263,0.582,0.0826,0.1005,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__02__02_20010101 (1765)
revf1__02__02_20010101 (1828).txt,val,6,0.6778,0.5476,0.0454,0.0675,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__02__02_20010101 (1828)
revf1__02__02_20010101 (1828).txt,val,6,0.7122,0.5787,0.0584,0.0595,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__02__02_20010101 (1828)
revf1__02__02_20010101 (1940).txt,val,6,0.4062,0.5164,0.0498,0.0661,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__02__02_20010101 (1940)
revf1__02__02_20010101 (2083).txt,val,6,0.3094,0.7226,0.0556,0.1779,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__02__02_20010101 (2083)
revf1__02__02_20010101 (2092).txt,val,6,0.1536,0.6562,0.3071,0.3841,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__02__02_20010101 (2092)
revf1__02__02_20010101 (2101).txt,val,6,0.2658,0.4811,0.1519,0.1749,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__02__02_20010101 (2101)
revf1__02__02_20010101 (2262).txt,val,6,0.676,0.3582,0.0823,0.174,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__02__02_20010101 (2262)
revf1__02__02_20010101 (2311).txt,val,6,0.6125,0.5598,0.0867,0.0708,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__02__02_20010101 (2311)
revf1__02__02_20010101 (2331).txt,val,6,0.8111,0.6007,0.077,0.1183,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__02__02_20010101 (2331)
revf1__02__02_20010101 (2351).txt,val,6,0.2312,0.525,0.0696,0.0873,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__02__02_20010101 (2351)
revf1__02__02_20010101 (2389).txt,val,6,0.7775,0.531,0.0506,0.0635,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__02__02_20010101 (2389)
revf1__02__02_20010101 (2409).txt,val,6,0.495,0.5757,0.0547,0.0456,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__02__02_20010101 (2409)
revf1__02__02_20010101 (2487).txt,val,6,0.266,0.4983,0.0863,0.08,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__02__02_20010101 (2487)
revf1__02__02_20010101 (2497).txt,val,6,0.2842,0.5065,0.0856,0.0741,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__02__02_20010101 (2497)
revf1__02__02_20010101 (2506).txt,val,6,0.1744,0.4752,0.0871,0.0853,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__02__02_20010101 (2506)
revf1__02__02_20010101 (2526).txt,val,6,0.6948,0.5208,0.0647,0.084,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__02__02_20010101 (2526)
revf1__02__02_20010101 (2603).txt,val,6,0.3454,0.5716,0.0584,0.0813,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__02__02_20010101 (2603)
revf1__02__02_20010101 (2661).txt,val,6,0.5339,0.4726,0.0707,0.0549,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__02__02_20010101 (2661)
revf1__02__02_20010101 (2701).txt,val,6,0.4704,0.7245,0.3359,0.4596,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__02__02_20010101 (2701)
revf1__02__02_20010101 (2781).txt,val,6,0.2266,0.5773,0.1633,0.2658,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__02__02_20010101 (2781)
revf1__02__02_20010101 (2801).txt,val,6,0.4902,0.7642,0.0603,0.162,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__02__02_20010101 (2801)
revf1__02__02_20010101 (2840).txt,val,6,0.6083,0.7896,0.3277,0.3293,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__02__02_20010101 (2840)
revf1__02__02_20010101 (2869).txt,val,6,0.4394,0.8254,0.294,0.2138,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__02__02_20010101 (2869)
revf1__02__02_20010101 (2878).txt,val,6,0.6112,0.4344,0.0647,0.1613,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__02__02_20010101 (2878)
revf1__02__02_20010101 (2918).txt,val,6,0.5454,0.4493,0.0737,0.203,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__02__02_20010101 (2918)
revf1__02__02_20010101 (2963).txt,val,6,0.6659,0.4272,0.1443,0.2989,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__02__02_20010101 (2963)
revf1__02__02_20010101 (2992).txt,val,6,0.6732,0.4563,0.0703,0.0952,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__02__02_20010101 (2992)
revf1__02__02_20010101 (3002).txt,val,6,0.7033,0.5432,0.0822,0.1051,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__02__02_20010101 (3002)
revf1__02__02_20010101 (3022).txt,val,6,0.3777,0.6769,0.1462,0.2136,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__02__02_20010101 (3022)
revf1__03__03_20010101 (3062).txt,val,6,0.8816,0.6534,0.2366,0.5582,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__03__03_20010101 (3062)
revf1__03__03_20010101 (3131).txt,val,6,0.8076,0.772,0.1324,0.2347,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__03__03_20010101 (3131)
revf1__03__03_20010101 (3141).txt,val,6,0.6622,0.789,0.1279,0.3293,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__03__03_20010101 (3141)
revf1__03__03_20010101 (3189).txt,val,6,0.4938,0.7912,0.2369,0.3247,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__03__03_20010101 (3189)
revf1__03__03_20010101 (3258).txt,val,6,0.3744,0.7463,0.4475,0.3723,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__03__03_20010101 (3258)
revf1__03__03_20010101 (3268).txt,val,6,0.9234,0.7618,0.1529,0.3425,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__03__03_20010101 (3268)
revf1__03__03_20010101 (3296).txt,val,6,0.4004,0.6676,0.0979,0.1481,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__03__03_20010101 (3296)
revf1__03__03_20010101 (3326).txt,val,6,0.6908,0.5142,0.0617,0.0747,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__03__03_20010101 (3326)
revf1__03__03_20010101 (3356).txt,val,6,0.6911,0.5346,0.0327,0.0932,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__03__03_20010101 (3356)
revf1__03__03_20010101 (3376).txt,val,6,0.1175,0.6045,0.0498,0.086,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__03__03_20010101 (3376)
revf1__03__03_20010101 (3386).txt,val,6,0.2452,0.7532,0.4905,0.4101,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__03__03_20010101 (3386)
revf1__03__03_20010101 (3406).txt,val,6,0.3548,0.7448,0.5294,0.4268,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__03__03_20010101 (3406)
revf1__03__03_20010101 (3446).txt,val,6,0.3442,0.6547,0.4111,0.5637,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__03__03_20010101 (3446)
revf1__03__03_20010101 (3456).txt,val,6,0.3565,0.7048,0.4656,0.5012,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__03__03_20010101 (3456)
revf1__03__03_20010101 (3466).txt,val,6,0.2438,0.7254,0.3204,0.4648,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__03__03_20010101 (3466)
revf1__03__03_20010101 (3486).txt,val,6,0.571,0.723,0.4699,0.4697,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__03__03_20010101 (3486)
revf1__03__03_20010101 (3496).txt,val,6,0.7572,0.6966,0.4819,0.5241,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__03__03_20010101 (3496)
revf1__03__03_20010101 (3506).txt,val,6,0.7734,0.6954,0.45,0.5249,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__03__03_20010101 (3506)
revf1__03__03_20010101 (3546).txt,val,6,0.5079,0.4806,0.0901,0.0633,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__03__03_20010101 (3546)
revf1__03__03_20010101 (3555).txt,val,6,0.5306,0.5256,0.1207,0.1503,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__03__03_20010101 (3555)
revf1__03__03_20010101 (3685).txt,val,6,0.1853,0.8657,0.2205,0.1858,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__03__03_20010101 (3685)
revf1__03__03_20010101 (3695).txt,val,6,0.0866,0.7587,0.1731,0.2798,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__03__03_20010101 (3695)
revf1__03__03_20010101 (3743).txt,val,6,0.6493,0.6626,0.2282,0.1895,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__03__03_20010101 (3743)
revf1__03__03_20010101 (3781).txt,val,6,0.8278,0.8744,0.3437,0.1687,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__03__03_20010101 (3781)
revf1__03__03_20010101 (3791).txt,val,6,0.2754,0.5414,0.076,0.1262,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__03__03_20010101 (3791)
revf1__03__03_20010101 (3811).txt,val,6,0.4296,0.5592,0.159,0.1446,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__03__03_20010101 (3811)
revf1__03__03_20010101 (3831).txt,val,6,0.2132,0.4985,0.0938,0.1278,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__03__03_20010101 (3831)
revf1__03__03_20010101 (3938).txt,val,6,0.233,0.5865,0.1963,0.1674,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__03__03_20010101 (3938)
revf1__03__03_20010101 (3948).txt,val,6,0.3606,0.5414,0.1709,0.1785,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__03__03_20010101 (3948)
revf1__03__03_20010101 (3987).txt,val,6,0.2084,0.5248,0.0928,0.1397,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__03__03_20010101 (3987)
revf1__03__03_20010101 (4014).txt,val,6,0.4762,0.6408,0.1988,0.1781,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__03__03_20010101 (4014)
revf1__03__03_20010101 (4024).txt,val,6,0.0446,0.502,0.0891,0.125,Oryctolagus cuniculus,not_human,donanet\images\val\revf1__03__03_20010101 (4024)
